"TicketID","TicketType","TicketSubject","TicketPriority","TicketChannel","ProductPurchased","CustomerSatisfactionRating","TimetoResolution","FirstResponseTime"
2200,Billing inquiry,Payment issue,Medium,Email,Dell XPS,3,"01/06/23 1:38","01/06/23 21:12"
2203,Product inquiry,Product setup,Medium,Chat,Philips Hue Lights,4,"01/06/23 20:24","01/06/23 8:54"
2207,Cancellation request,Refund request,Medium,Phone,Microsoft Xbox Controller,4,"01/06/23 10:29","01/06/23 22:13"
2208,Technical issue,Battery life,Medium,Chat,Samsung Soundbar,2,"01/06/23 13:41","01/06/23 17:46"
2212,Refund request,Hardware issue,High,Chat,Amazon Kindle,3,"01/06/23 17:40","01/06/23 11:29"
2216,Technical issue,Software bug,High,Chat,Sony 4K HDR TV,3,"31/05/23 22:39","01/06/23 14:02"
2217,Billing inquiry,Installation support,Critical,Social media,GoPro Hero,5,"01/06/23 16:28","01/06/23 9:08"
2222,Refund request,Display issue,High,Chat,Sony 4K HDR TV,1,"01/06/23 17:43","01/06/23 0:33"
2223,Billing inquiry,Product compatibility,High,Email,Autodesk AutoCAD,3,"01/06/23 4:09","01/06/23 16:05"
2226,Cancellation request,Network problem,Critical,Phone,Sony Xperia,5,"01/06/23 10:21","01/06/23 7:30"
2227,Product inquiry,Product recommendation,Low,Social media,Philips Hue Lights,4,"01/06/23 11:41","01/06/23 18:53"
2229,Technical issue,Installation support,High,Phone,Sony PlayStation,3,"01/06/23 9:00","01/06/23 5:26"
2230,Refund request,Cancellation request,Medium,Email,Samsung Soundbar,4,"01/06/23 7:23","01/06/23 21:09"
2232,Technical issue,Payment issue,Medium,Email,Nikon D,5,"01/06/23 12:24","01/06/23 18:46"
2237,Technical issue,Hardware issue,Medium,Email,Nintendo Switch,3,"01/06/23 21:03","01/06/23 5:15"
2245,Technical issue,Peripheral compatibility,High,Chat,iPhone,3,"01/06/23 0:52","01/06/23 18:42"
2246,Product inquiry,Product compatibility,Medium,Chat,Amazon Kindle,1,"01/06/23 17:34","01/06/23 10:52"
2247,Product inquiry,Battery life,Low,Chat,LG Smart TV,5,"31/05/23 22:48","31/05/23 23:04"
2248,Technical issue,Data loss,Critical,Social media,LG Washing Machine,2,"01/06/23 12:30","01/06/23 19:48"
2250,Billing inquiry,Refund request,Critical,Chat,Xbox,4,"01/06/23 10:12","01/06/23 6:53"
2252,Product inquiry,Software bug,High,Phone,MacBook Pro,3,"01/06/23 15:21","01/06/23 15:16"
2253,Cancellation request,Product setup,High,Email,Amazon Echo,3,"01/06/23 13:42","01/06/23 15:46"
2255,Billing inquiry,Payment issue,High,Chat,Philips Hue Lights,3,"01/06/23 17:38","01/06/23 2:34"
2262,Cancellation request,Delivery problem,Medium,Email,Samsung Soundbar,3,"01/06/23 12:24","01/06/23 12:52"
2263,Refund request,Display issue,High,Phone,LG OLED,2,"01/06/23 14:00","31/05/23 22:40"
2267,Product inquiry,Peripheral compatibility,Critical,Social media,Dell XPS,1,"01/06/23 2:18","01/06/23 6:56"
2270,Technical issue,Refund request,Critical,Email,Roomba Robot Vacuum,3,"01/06/23 20:18","01/06/23 9:34"
2272,Billing inquiry,Product recommendation,Low,Chat,PlayStation,4,"01/06/23 8:41","01/06/23 7:18"
2274,Product inquiry,Product recommendation,Medium,Phone,Canon EOS,1,"01/06/23 7:00","01/06/23 4:10"
2277,Technical issue,Peripheral compatibility,Low,Social media,Bose QuietComfort,1,"01/06/23 21:35","01/06/23 15:25"
2281,Refund request,Account access,Low,Social media,Dell XPS,2,"01/06/23 1:10","01/06/23 20:01"
2286,Refund request,Product setup,Critical,Email,Microsoft Xbox Controller,4,"01/06/23 7:19","01/06/23 19:42"
2290,Cancellation request,Cancellation request,Critical,Email,GoPro Hero,2,"01/06/23 13:10","01/06/23 22:11"
2295,Cancellation request,Account access,High,Email,Nintendo Switch Pro Controller,1,"01/06/23 6:46","01/06/23 1:12"
2307,Refund request,Software bug,Critical,Email,Xbox,3,"01/06/23 7:44","01/06/23 11:35"
2312,Refund request,Product compatibility,High,Phone,Nest Thermostat,1,"01/06/23 20:03","01/06/23 1:41"
2314,Cancellation request,Hardware issue,High,Phone,Bose QuietComfort,3,"31/05/23 23:52","01/06/23 19:00"
2315,Technical issue,Payment issue,High,Social media,Sony Xperia,1,"01/06/23 7:40","31/05/23 23:12"
2321,Technical issue,Network problem,Medium,Chat,Sony Xperia,3,"01/06/23 17:41","01/06/23 13:04"
2322,Technical issue,Hardware issue,Medium,Chat,Garmin Forerunner,1,"01/06/23 13:02","01/06/23 3:35"
2323,Product inquiry,Cancellation request,High,Social media,Nintendo Switch,3,"01/06/23 15:05","01/06/23 12:50"
2324,Product inquiry,Product recommendation,Low,Chat,Microsoft Office,5,"01/06/23 21:42","01/06/23 6:44"
2325,Billing inquiry,Product compatibility,Low,Phone,iPhone,2,"01/06/23 17:05","01/06/23 19:51"
2327,Refund request,Data loss,Low,Email,Sony PlayStation,3,"01/06/23 2:55","01/06/23 13:46"
2329,Billing inquiry,Battery life,Critical,Phone,Apple AirPods,4,"01/06/23 17:52","31/05/23 23:48"
2338,Technical issue,Payment issue,Critical,Chat,Amazon Kindle,1,"01/06/23 17:14","01/06/23 10:56"
2339,Refund request,Product setup,Medium,Email,Sony PlayStation,2,"01/06/23 2:59","01/06/23 17:15"
2341,Technical issue,Network problem,Low,Chat,Sony 4K HDR TV,3,"01/06/23 21:29","01/06/23 4:58"
2342,Technical issue,Product recommendation,Medium,Email,Garmin Forerunner,2,"01/06/23 3:08","01/06/23 17:05"
2345,Cancellation request,Installation support,Critical,Chat,Google Nest,3,"01/06/23 10:33","01/06/23 10:10"
2346,Product inquiry,Battery life,Critical,Phone,HP Pavilion,2,"31/05/23 23:43","01/06/23 22:23"
2347,Product inquiry,Peripheral compatibility,Low,Chat,Autodesk AutoCAD,5,"01/06/23 14:15","01/06/23 16:09"
2352,Billing inquiry,Product compatibility,Medium,Phone,Bose QuietComfort,5,"01/06/23 15:02","01/06/23 9:32"
2358,Cancellation request,Display issue,High,Email,Samsung Galaxy,5,"01/06/23 1:49","01/06/23 6:47"
2359,Technical issue,Battery life,Low,Social media,Fitbit Charge,1,"01/06/23 16:32","01/06/23 2:25"
2361,Technical issue,Software bug,Medium,Phone,Asus ROG,1,"01/06/23 15:12","01/06/23 0:15"
2362,Billing inquiry,Product compatibility,Medium,Social media,Garmin Forerunner,3,"01/06/23 0:15","01/06/23 3:14"
2363,Billing inquiry,Delivery problem,Critical,Chat,Sony 4K HDR TV,1,"01/06/23 14:10","01/06/23 5:13"
2365,Refund request,Product compatibility,High,Social media,GoPro Hero,4,"01/06/23 14:20","01/06/23 6:55"
2368,Refund request,Product recommendation,Critical,Chat,Asus ROG,4,"01/06/23 8:18","01/06/23 5:23"
2372,Cancellation request,Installation support,Low,Phone,LG Smart TV,2,"01/06/23 17:08","01/06/23 5:50"
2373,Technical issue,Product compatibility,Medium,Social media,Asus ROG,1,"01/06/23 19:44","01/06/23 19:46"
2378,Product inquiry,Cancellation request,Low,Email,MacBook Pro,2,"01/06/23 21:56","01/06/23 2:48"
2379,Technical issue,Software bug,Medium,Phone,Sony 4K HDR TV,2,"01/06/23 10:32","01/06/23 8:01"
2388,Billing inquiry,Network problem,Medium,Social media,Nintendo Switch,1,"01/06/23 11:17","01/06/23 18:27"
2391,Technical issue,Display issue,Critical,Phone,Sony 4K HDR TV,1,"01/06/23 10:58","01/06/23 8:33"
2393,Refund request,Battery life,Medium,Phone,Sony Xperia,4,"01/06/23 2:55","01/06/23 0:55"
2395,Refund request,Data loss,High,Email,iPhone,1,"01/06/23 13:37","31/05/23 23:22"
2398,Refund request,Cancellation request,High,Email,Amazon Kindle,1,"31/05/23 22:54","01/06/23 1:46"
2402,Billing inquiry,Product recommendation,Medium,Phone,iPhone,2,"01/06/23 15:34","01/06/23 15:13"
2403,Product inquiry,Payment issue,Low,Social media,Garmin Forerunner,2,"01/06/23 20:53","01/06/23 22:05"
2404,Refund request,Network problem,Low,Email,Asus ROG,2,"31/05/23 22:48","01/06/23 12:25"
2410,Cancellation request,Peripheral compatibility,Low,Social media,Autodesk AutoCAD,5,"01/06/23 19:30","01/06/23 1:21"
2411,Technical issue,Software bug,Critical,Phone,Dyson Vacuum Cleaner,5,"01/06/23 16:07","31/05/23 23:00"
2412,Technical issue,Delivery problem,Medium,Phone,Microsoft Surface,2,"01/06/23 15:30","01/06/23 14:00"
2413,Technical issue,Software bug,High,Chat,Nintendo Switch Pro Controller,5,"01/06/23 13:41","01/06/23 1:38"
2414,Product inquiry,Delivery problem,Critical,Chat,Microsoft Xbox Controller,4,"01/06/23 7:51","01/06/23 17:51"
2416,Technical issue,Payment issue,Low,Chat,Xbox,3,"01/06/23 19:36","01/06/23 5:42"
2417,Refund request,Cancellation request,Medium,Chat,Amazon Kindle,3,"01/06/23 9:07","01/06/23 19:28"
2421,Refund request,Hardware issue,Low,Email,Nintendo Switch,1,"01/06/23 8:08","01/06/23 8:44"
2422,Cancellation request,Cancellation request,Critical,Email,Sony Xperia,3,"01/06/23 6:24","01/06/23 1:59"
2426,Product inquiry,Installation support,Critical,Email,Canon DSLR Camera,3,"01/06/23 3:30","01/06/23 1:12"
2431,Refund request,Refund request,High,Phone,Fitbit Charge,3,"01/06/23 3:31","01/06/23 12:58"
2439,Refund request,Product setup,High,Chat,GoPro Hero,5,"01/06/23 17:24","01/06/23 2:10"
2441,Product inquiry,Product compatibility,Low,Email,Dell XPS,3,"01/06/23 1:40","01/06/23 5:03"
2442,Cancellation request,Software bug,High,Chat,Garmin Forerunner,3,"01/06/23 10:47","01/06/23 15:46"
2450,Cancellation request,Peripheral compatibility,Low,Social media,Canon DSLR Camera,3,"01/06/23 10:21","01/06/23 7:51"
2452,Refund request,Product compatibility,Low,Phone,Samsung Soundbar,3,"01/06/23 8:54","01/06/23 18:26"
2454,Cancellation request,Hardware issue,High,Chat,Apple AirPods,2,"01/06/23 2:03","01/06/23 5:34"
2456,Refund request,Delivery problem,Low,Social media,iPhone,4,"01/06/23 16:29","01/06/23 19:11"
2461,Technical issue,Product compatibility,Low,Email,LG Smart TV,1,"31/05/23 23:42","01/06/23 16:35"
2465,Product inquiry,Software bug,Critical,Phone,Microsoft Office,5,"01/06/23 13:49","01/06/23 5:04"
2466,Product inquiry,Product compatibility,Critical,Social media,Lenovo ThinkPad,3,"01/06/23 4:08","01/06/23 9:18"
2467,Billing inquiry,Installation support,Medium,Social media,Xbox,1,"01/06/23 18:26","01/06/23 4:39"
2468,Product inquiry,Delivery problem,Critical,Phone,Google Pixel,3,"01/06/23 1:02","01/06/23 3:05"
2470,Billing inquiry,Display issue,Critical,Chat,GoPro Action Camera,4,"01/06/23 17:10","01/06/23 11:40"
2471,Cancellation request,Product setup,Low,Chat,LG OLED,1,"01/06/23 15:43","01/06/23 4:18"
2472,Technical issue,Data loss,Medium,Email,MacBook Pro,3,"01/06/23 1:25","31/05/23 23:18"
2473,Technical issue,Network problem,High,Social media,LG Washing Machine,4,"01/06/23 15:34","01/06/23 15:08"
2474,Technical issue,Installation support,Medium,Phone,Samsung Galaxy,4,"01/06/23 18:11","01/06/23 7:55"
2477,Refund request,Installation support,High,Email,Xbox,2,"01/06/23 21:56","01/06/23 4:00"
2479,Technical issue,Product compatibility,Medium,Social media,LG Smart TV,3,"01/06/23 6:23","01/06/23 1:44"
2486,Technical issue,Payment issue,High,Social media,Dyson Vacuum Cleaner,2,"01/06/23 7:44","01/06/23 4:02"
2488,Product inquiry,Network problem,Low,Social media,LG Smart TV,4,"01/06/23 2:30","01/06/23 17:27"
2489,Cancellation request,Battery life,Critical,Email,Adobe Photoshop,1,"01/06/23 1:18","01/06/23 14:01"
2492,Technical issue,Battery life,Medium,Email,Amazon Kindle,1,"01/06/23 5:50","01/06/23 17:56"
2493,Billing inquiry,Product compatibility,Critical,Email,Microsoft Office,2,"01/06/23 17:00","01/06/23 1:20"
2507,Refund request,Network problem,High,Chat,Apple AirPods,3,"01/06/23 20:23","01/06/23 1:53"
2517,Technical issue,Hardware issue,Low,Phone,Amazon Kindle,1,"01/06/23 15:51","01/06/23 16:52"
2518,Cancellation request,Product setup,Medium,Social media,Nest Thermostat,3,"01/06/23 5:09","01/06/23 13:24"
2523,Technical issue,Product setup,Low,Email,Nikon D,4,"01/06/23 20:44","01/06/23 10:31"
2530,Billing inquiry,Data loss,Critical,Social media,Google Nest,1,"01/06/23 20:25","01/06/23 18:54"
2532,Technical issue,Payment issue,Critical,Chat,Philips Hue Lights,5,"01/06/23 3:27","01/06/23 2:59"
2534,Billing inquiry,Delivery problem,Low,Social media,Google Nest,1,"01/06/23 17:17","01/06/23 15:04"
2536,Cancellation request,Battery life,Critical,Phone,Nintendo Switch Pro Controller,4,"01/06/23 4:57","01/06/23 7:46"
2540,Billing inquiry,Product compatibility,Critical,Phone,Nintendo Switch Pro Controller,4,"31/05/23 22:51","01/06/23 0:10"
2541,Technical issue,Product compatibility,Low,Phone,Microsoft Surface,4,"01/06/23 3:04","01/06/23 5:03"
2545,Product inquiry,Account access,Critical,Phone,Canon EOS,2,"01/06/23 6:36","01/06/23 17:13"
2548,Product inquiry,Display issue,High,Phone,Adobe Photoshop,3,"01/06/23 13:23","01/06/23 15:04"
2549,Refund request,Network problem,Low,Email,Samsung Galaxy,5,"01/06/23 10:09","01/06/23 1:00"
2555,Billing inquiry,Installation support,Critical,Phone,iPhone,5,"01/06/23 10:20","01/06/23 21:09"
2556,Product inquiry,Cancellation request,High,Chat,Microsoft Surface,5,"01/06/23 1:22","01/06/23 2:39"
2557,Technical issue,Installation support,High,Phone,Roomba Robot Vacuum,3,"01/06/23 6:34","01/06/23 16:40"
2568,Product inquiry,Delivery problem,High,Phone,Nintendo Switch Pro Controller,1,"01/06/23 1:46","01/06/23 2:23"
2574,Refund request,Product setup,Critical,Email,LG OLED,1,"01/06/23 10:16","01/06/23 2:24"
2576,Cancellation request,Network problem,High,Chat,PlayStation,4,"01/06/23 5:25","01/06/23 7:01"
2580,Technical issue,Data loss,Medium,Chat,Sony PlayStation,3,"01/06/23 5:12","01/06/23 18:26"
2587,Refund request,Product setup,Medium,Social media,LG Washing Machine,5,"01/06/23 17:34","01/06/23 11:47"
2588,Refund request,Delivery problem,Low,Chat,Canon DSLR Camera,5,"01/06/23 7:05","01/06/23 10:28"
2589,Refund request,Software bug,Low,Chat,Sony Xperia,2,"01/06/23 6:51","01/06/23 11:35"
2590,Product inquiry,Refund request,Medium,Email,Bose SoundLink Speaker,4,"01/06/23 15:31","01/06/23 2:45"
2591,Product inquiry,Product compatibility,Low,Phone,Sony Xperia,3,"01/06/23 0:52","01/06/23 4:06"
2597,Cancellation request,Network problem,Low,Email,Bose QuietComfort,1,"01/06/23 8:57","01/06/23 2:02"
2608,Refund request,Installation support,Low,Email,Nest Thermostat,3,"01/06/23 19:53","01/06/23 10:59"
2610,Cancellation request,Display issue,Low,Social media,Dell XPS,4,"01/06/23 10:15","01/06/23 4:29"
2612,Billing inquiry,Data loss,High,Chat,Amazon Echo,1,"01/06/23 22:01","01/06/23 22:37"
2613,Billing inquiry,Software bug,Critical,Email,Dyson Vacuum Cleaner,2,"01/06/23 2:47","01/06/23 4:36"
2619,Billing inquiry,Account access,Critical,Email,Xbox,3,"01/06/23 4:22","01/06/23 21:37"
2622,Product inquiry,Product setup,Low,Phone,Nintendo Switch Pro Controller,5,"01/06/23 9:01","01/06/23 19:09"
2629,Refund request,Delivery problem,High,Phone,Garmin Forerunner,2,"01/06/23 1:18","01/06/23 17:57"
2630,Billing inquiry,Cancellation request,Critical,Chat,Adobe Photoshop,5,"01/06/23 18:47","01/06/23 14:13"
2631,Product inquiry,Display issue,High,Chat,Asus ROG,3,"01/06/23 12:10","01/06/23 20:31"
2637,Billing inquiry,Delivery problem,Medium,Social media,MacBook Pro,3,"01/06/23 12:20","01/06/23 22:03"
2638,Refund request,Display issue,Low,Social media,Samsung Galaxy,2,"01/06/23 15:54","01/06/23 17:22"
2639,Refund request,Installation support,Critical,Email,Amazon Echo,1,"01/06/23 17:39","01/06/23 1:48"
2644,Billing inquiry,Installation support,High,Chat,Bose SoundLink Speaker,3,"01/06/23 4:17","01/06/23 8:14"
2645,Product inquiry,Account access,Medium,Social media,Garmin Forerunner,1,"01/06/23 18:45","01/06/23 18:15"
2646,Product inquiry,Peripheral compatibility,Low,Social media,Samsung Soundbar,3,"01/06/23 22:25","01/06/23 18:59"
2649,Billing inquiry,Hardware issue,Low,Social media,Amazon Echo,4,"01/06/23 21:43","31/05/23 23:25"
2650,Product inquiry,Product recommendation,High,Social media,Google Pixel,3,"01/06/23 19:31","01/06/23 6:59"
2651,Refund request,Product setup,Critical,Phone,Fitbit Versa Smartwatch,1,"01/06/23 2:10","01/06/23 12:03"
2652,Refund request,Battery life,Critical,Email,Nintendo Switch,3,"01/06/23 18:55","01/06/23 22:20"
2657,Refund request,Cancellation request,Medium,Email,Amazon Echo,5,"01/06/23 2:48","01/06/23 0:28"
2661,Technical issue,Installation support,High,Phone,Xbox,4,"31/05/23 22:51","01/06/23 18:47"
2662,Cancellation request,Installation support,Low,Phone,Microsoft Surface,3,"01/06/23 12:34","01/06/23 9:06"
2671,Cancellation request,Refund request,Medium,Phone,Nintendo Switch,2,"01/06/23 1:39","01/06/23 3:23"
2674,Refund request,Product compatibility,Medium,Phone,Garmin Forerunner,1,"01/06/23 1:04","01/06/23 8:32"
2679,Technical issue,Product compatibility,Critical,Email,iPhone,3,"01/06/23 13:59","31/05/23 23:12"
2680,Product inquiry,Display issue,Low,Email,Nest Thermostat,3,"01/06/23 19:18","01/06/23 9:06"
2683,Product inquiry,Product setup,Medium,Chat,Roomba Robot Vacuum,2,"01/06/23 9:07","01/06/23 5:54"
2684,Billing inquiry,Hardware issue,Critical,Social media,Fitbit Versa Smartwatch,4,"01/06/23 3:19","01/06/23 9:19"
2687,Billing inquiry,Delivery problem,High,Email,Bose SoundLink Speaker,2,"01/06/23 6:43","01/06/23 9:44"
2696,Cancellation request,Payment issue,Medium,Email,Microsoft Office,2,"01/06/23 17:04","01/06/23 14:48"
2699,Product inquiry,Battery life,Low,Phone,Microsoft Surface,2,"31/05/23 23:08","01/06/23 12:54"
2701,Technical issue,Delivery problem,Critical,Social media,Amazon Kindle,1,"01/06/23 13:34","01/06/23 3:02"
2702,Product inquiry,Payment issue,Critical,Chat,PlayStation,3,"01/06/23 5:46","01/06/23 21:23"
2703,Product inquiry,Peripheral compatibility,Critical,Phone,Fitbit Versa Smartwatch,5,"01/06/23 15:28","01/06/23 22:03"
2705,Cancellation request,Display issue,Low,Phone,iPhone,4,"01/06/23 5:36","01/06/23 1:34"
2712,Billing inquiry,Product setup,Medium,Chat,Google Nest,3,"01/06/23 15:39","01/06/23 18:01"
2716,Technical issue,Product recommendation,Low,Email,PlayStation,3,"01/06/23 21:41","31/05/23 23:04"
2718,Cancellation request,Battery life,Critical,Social media,Philips Hue Lights,5,"01/06/23 8:19","01/06/23 3:57"
2727,Product inquiry,Payment issue,Medium,Phone,Microsoft Surface,4,"01/06/23 0:38","01/06/23 14:36"
2729,Product inquiry,Refund request,High,Chat,Xbox,3,"01/06/23 3:10","01/06/23 16:39"
2730,Billing inquiry,Data loss,Low,Email,Bose QuietComfort,3,"01/06/23 10:47","01/06/23 22:26"
2734,Billing inquiry,Cancellation request,High,Chat,Philips Hue Lights,1,"01/06/23 19:42","01/06/23 7:11"
2737,Product inquiry,Delivery problem,Low,Email,Sony PlayStation,2,"01/06/23 19:51","01/06/23 19:51"
2739,Cancellation request,Delivery problem,Low,Chat,Dyson Vacuum Cleaner,5,"01/06/23 17:04","01/06/23 16:51"
2740,Billing inquiry,Network problem,Medium,Email,Bose QuietComfort,2,"01/06/23 16:13","01/06/23 15:13"
2742,Refund request,Software bug,Critical,Phone,Amazon Kindle,1,"01/06/23 8:26","01/06/23 22:14"
2752,Product inquiry,Product compatibility,Low,Chat,Garmin Forerunner,4,"01/06/23 20:37","01/06/23 8:46"
2753,Product inquiry,Account access,Medium,Email,Philips Hue Lights,1,"01/06/23 16:06","01/06/23 12:42"
2754,Cancellation request,Hardware issue,Low,Email,Canon EOS,1,"01/06/23 17:52","31/05/23 23:17"
2755,Refund request,Data loss,Critical,Social media,Google Nest,1,"01/06/23 18:03","01/06/23 15:16"
2756,Billing inquiry,Battery life,High,Phone,LG OLED,5,"01/06/23 1:14","01/06/23 3:12"
2760,Product inquiry,Account access,Medium,Email,Apple AirPods,1,"01/06/23 9:02","01/06/23 7:26"
2763,Technical issue,Refund request,High,Email,Lenovo ThinkPad,3,"01/06/23 22:11","01/06/23 11:16"
2767,Product inquiry,Software bug,High,Phone,LG OLED,5,"01/06/23 18:06","01/06/23 8:53"
2771,Billing inquiry,Installation support,Critical,Social media,iPhone,3,"01/06/23 14:00","01/06/23 3:36"
2773,Technical issue,Product recommendation,Critical,Phone,Google Pixel,5,"01/06/23 14:20","01/06/23 8:07"
2774,Product inquiry,Software bug,Low,Social media,Bose SoundLink Speaker,3,"01/06/23 18:02","01/06/23 7:50"
2780,Cancellation request,Software bug,Medium,Chat,MacBook Pro,3,"01/06/23 20:51","01/06/23 17:04"
2781,Refund request,Cancellation request,High,Chat,LG OLED,5,"01/06/23 18:26","01/06/23 0:46"
2784,Product inquiry,Product recommendation,High,Social media,Adobe Photoshop,5,"01/06/23 16:34","01/06/23 1:45"
2788,Product inquiry,Software bug,Critical,Email,Dell XPS,2,"01/06/23 5:39","01/06/23 16:20"
2796,Technical issue,Hardware issue,High,Social media,Nikon D,5,"01/06/23 10:25","01/06/23 19:52"
2801,Billing inquiry,Data loss,Low,Chat,Asus ROG,4,"01/06/23 15:07","01/06/23 7:20"
2802,Cancellation request,Peripheral compatibility,Critical,Email,Adobe Photoshop,5,"01/06/23 12:43","01/06/23 22:30"
2804,Cancellation request,Delivery problem,Medium,Chat,Canon EOS,4,"01/06/23 10:32","01/06/23 3:33"
2808,Technical issue,Hardware issue,Critical,Email,MacBook Pro,5,"01/06/23 20:07","01/06/23 7:11"
2809,Technical issue,Cancellation request,Critical,Email,Philips Hue Lights,5,"01/06/23 18:41","01/06/23 17:01"
2810,Product inquiry,Hardware issue,Low,Social media,Nest Thermostat,3,"01/06/23 14:32","01/06/23 10:18"
2811,Cancellation request,Product recommendation,Critical,Social media,Canon EOS,3,"01/06/23 11:15","01/06/23 11:29"
2812,Technical issue,Product setup,Critical,Social media,Autodesk AutoCAD,3,"01/06/23 14:10","01/06/23 7:17"
2816,Billing inquiry,Cancellation request,High,Chat,Amazon Kindle,1,"01/06/23 1:42","01/06/23 15:30"
2818,Product inquiry,Delivery problem,Low,Email,Nest Thermostat,5,"01/06/23 7:27","31/05/23 23:29"
2819,Technical issue,Peripheral compatibility,Medium,Social media,Dyson Vacuum Cleaner,3,"01/06/23 18:40","01/06/23 15:10"
2821,Technical issue,Hardware issue,Critical,Phone,Sony Xperia,5,"01/06/23 1:22","01/06/23 19:47"
2823,Product inquiry,Product setup,Critical,Phone,GoPro Hero,2,"01/06/23 6:04","01/06/23 2:08"
2829,Technical issue,Battery life,Medium,Chat,Amazon Echo,3,"01/06/23 9:16","01/06/23 5:50"
2833,Technical issue,Software bug,Low,Phone,Canon EOS,1,"01/06/23 5:01","01/06/23 13:19"
2839,Billing inquiry,Payment issue,Medium,Phone,Canon DSLR Camera,1,"01/06/23 10:29","01/06/23 2:06"
2840,Cancellation request,Payment issue,High,Phone,Fitbit Charge,4,"01/06/23 5:38","01/06/23 12:44"
2842,Cancellation request,Network problem,High,Chat,Google Nest,1,"31/05/23 23:01","01/06/23 21:19"
2843,Billing inquiry,Peripheral compatibility,Low,Phone,Nintendo Switch Pro Controller,4,"01/06/23 16:00","01/06/23 7:25"
2846,Technical issue,Delivery problem,High,Chat,Canon EOS,1,"01/06/23 8:19","01/06/23 3:27"
2848,Technical issue,Account access,High,Chat,Amazon Echo,2,"01/06/23 8:12","01/06/23 2:42"
2850,Refund request,Cancellation request,Critical,Chat,Google Pixel,3,"01/06/23 19:23","01/06/23 18:09"
2854,Refund request,Product compatibility,Critical,Chat,HP Pavilion,2,"01/06/23 3:29","01/06/23 8:46"
2855,Billing inquiry,Payment issue,High,Phone,Xbox,5,"01/06/23 3:30","01/06/23 19:42"
2857,Technical issue,Data loss,High,Phone,LG Washing Machine,1,"01/06/23 21:11","01/06/23 5:56"
2860,Technical issue,Product recommendation,High,Phone,Nikon D,5,"01/06/23 9:48","01/06/23 15:46"
2863,Cancellation request,Battery life,Medium,Phone,Dyson Vacuum Cleaner,1,"01/06/23 1:39","01/06/23 20:53"
2872,Product inquiry,Payment issue,High,Phone,iPhone,5,"01/06/23 8:58","01/06/23 15:03"
2875,Technical issue,Refund request,Medium,Chat,iPhone,4,"01/06/23 15:08","01/06/23 0:10"
2878,Product inquiry,Display issue,Medium,Phone,Fitbit Versa Smartwatch,1,"01/06/23 14:07","31/05/23 23:50"
2881,Billing inquiry,Hardware issue,Low,Chat,LG Smart TV,4,"01/06/23 6:32","01/06/23 18:16"
2884,Cancellation request,Cancellation request,Low,Chat,Roomba Robot Vacuum,2,"01/06/23 13:06","01/06/23 6:18"
2890,Refund request,Hardware issue,Critical,Phone,Nintendo Switch Pro Controller,5,"01/06/23 15:17","01/06/23 19:44"
2893,Product inquiry,Network problem,High,Phone,Sony 4K HDR TV,1,"31/05/23 23:58","01/06/23 18:48"
2901,Product inquiry,Account access,Low,Chat,Microsoft Office,1,"31/05/23 22:53","01/06/23 7:44"
2904,Billing inquiry,Peripheral compatibility,Low,Chat,Dyson Vacuum Cleaner,5,"01/06/23 17:22","01/06/23 15:06"
2905,Refund request,Battery life,Low,Social media,Google Nest,2,"01/06/23 3:48","01/06/23 17:39"
2909,Product inquiry,Product recommendation,High,Email,Canon EOS,4,"31/05/23 23:13","01/06/23 4:36"
2911,Technical issue,Network problem,Low,Email,Asus ROG,2,"01/06/23 1:01","01/06/23 16:00"
2914,Cancellation request,Data loss,High,Phone,Bose QuietComfort,1,"01/06/23 11:42","01/06/23 12:31"
2915,Refund request,Battery life,Low,Social media,Fitbit Charge,4,"01/06/23 14:51","01/06/23 22:46"
2918,Cancellation request,Product setup,High,Chat,Philips Hue Lights,1,"01/06/23 11:35","01/06/23 10:21"
2920,Billing inquiry,Installation support,High,Phone,PlayStation,3,"01/06/23 4:48","01/06/23 14:31"
2922,Billing inquiry,Installation support,Low,Chat,Nikon D,2,"01/06/23 6:26","31/05/23 23:00"
2928,Refund request,Hardware issue,Low,Phone,iPhone,2,"01/06/23 1:50","01/06/23 5:42"
2929,Refund request,Battery life,Low,Email,iPhone,2,"01/06/23 21:03","01/06/23 11:22"
2930,Cancellation request,Peripheral compatibility,High,Email,Nintendo Switch Pro Controller,3,"01/06/23 17:26","01/06/23 8:04"
2934,Refund request,Account access,High,Email,Samsung Soundbar,4,"01/06/23 6:19","01/06/23 1:29"
2935,Cancellation request,Data loss,High,Chat,GoPro Hero,5,"01/06/23 16:04","01/06/23 1:54"
2938,Technical issue,Network problem,Critical,Email,Canon EOS,4,"01/06/23 22:05","01/06/23 9:52"
2939,Billing inquiry,Installation support,Critical,Social media,Google Nest,3,"01/06/23 10:09","01/06/23 9:54"
2947,Technical issue,Network problem,Medium,Phone,Microsoft Xbox Controller,1,"01/06/23 13:33","01/06/23 11:18"
2955,Technical issue,Account access,Low,Email,Philips Hue Lights,1,"01/06/23 22:50","01/06/23 3:07"
2956,Product inquiry,Installation support,High,Chat,Apple AirPods,1,"01/06/23 10:04","01/06/23 18:01"
2967,Cancellation request,Refund request,Critical,Chat,Microsoft Office,4,"01/06/23 21:09","01/06/23 6:15"
2968,Technical issue,Account access,Critical,Social media,Canon DSLR Camera,2,"01/06/23 14:14","01/06/23 9:25"
